,rowId,x,y,z,radius,link
475,476,16150.0,30820.0,18744.0,41.9117,475
476,477,16204.0,30802.0,18816.0,41.9117,476
477,478,16258.0,30802.0,18906.0,16.4558,477
478,479,16276.0,30802.0,18942.0,16.4558,478
479,480,16294.0,30802.0,18960.0,9.0,479
480,481,16294.0,30802.0,18978.0,9.0,480
481,482,16312.0,30784.0,18996.0,27.0,481
482,483,16330.0,30766.0,19050.0,27.0,482
483,484,16348.0,30766.0,19104.0,16.4558,483
484,485,16366.0,30748.0,19122.0,16.4558,484
485,486,16366.0,30748.0,19158.0,27.0,485
486,487,16366.0,30748.0,19194.0,16.4558,486
487,488,16366.0,30730.0,19212.0,16.4558,487
488,489,16366.0,30730.0,19230.0,9.0,488
489,490,16366.0,30730.0,19248.0,9.0,489
490,491,16366.0,30730.0,19284.0,27.0,490
491,492,16366.0,30694.0,19392.0,41.9117,491
492,493,16366.0,30658.0,19446.0,27.0,492
493,494,16348.0,30622.0,19482.0,27.0,493
494,495,16348.0,30604.0,19536.0,16.4558,494
495,496,16330.0,30586.0,19572.0,27.0,495
496,497,16330.0,30586.0,19608.0,27.0,496
497,498,16312.0,30568.0,19626.0,16.4558,497
498,499,16312.0,30568.0,19662.0,16.4558,498
499,500,16312.0,30568.0,19680.0,16.4558,499
500,501,16294.0,30550.0,19698.0,27.0,500
501,502,16258.0,30532.0,19734.0,27.0,501
502,503,16240.0,30532.0,19806.0,31.2492,502
503,504,16204.0,30532.0,19878.0,27.0,503
504,505,16168.0,30532.0,19950.0,27.0,504
505,506,16114.0,30532.0,20022.0,27.0,505
506,507,16096.0,30532.0,20058.0,16.4558,506
507,508,16078.0,30532.0,20076.0,16.4558,507
508,509,16060.0,30550.0,20094.0,9.0,508
509,510,16024.0,30550.0,20130.0,27.0,509
510,511,16006.0,30550.0,20166.0,16.4558,510
511,512,15988.0,30550.0,20184.0,16.4558,511
512,513,15952.0,30568.0,20220.0,27.0,512
513,514,15916.0,30568.0,20256.0,27.0,513
514,515,15880.0,30586.0,20292.0,16.4558,514
515,516,15862.0,30586.0,20292.0,16.4558,515
516,517,15826.0,30604.0,20328.0,27.0,516
517,518,15754.0,30640.0,20382.0,27.0,517
518,519,15718.0,30658.0,20418.0,27.0,518
519,520,15682.0,30676.0,20454.0,27.0,519
520,521,15628.0,30712.0,20490.0,31.2492,520
521,522,15556.0,30784.0,20562.0,31.2492,521
522,523,15484.0,30856.0,20616.0,31.2492,522
523,524,15448.0,30910.0,20652.0,27.0,523
524,525,15412.0,30946.0,20652.0,16.4558,524
525,526,15394.0,30982.0,20652.0,16.4558,525
526,527,15376.0,31018.0,20652.0,16.4558,526
527,528,15358.0,31054.0,20652.0,16.4558,527
528,529,15322.0,31090.0,20652.0,31.2492,528
529,530,15268.0,31162.0,20634.0,41.9117,529
530,531,15214.0,31252.0,20598.0,27.0,530
531,532,15196.0,31288.0,20580.0,27.0,531
532,533,15178.0,31324.0,20580.0,9.0,532
533,534,15178.0,31360.0,20580.0,27.0,533
534,535,15160.0,31432.0,20526.0,27.0,534
535,536,15124.0,31522.0,20526.0,27.0,535
536,537,15106.0,31594.0,20508.0,27.0,536
537,538,15088.0,31666.0,20454.0,27.0,537
538,539,15070.0,31702.0,20436.0,27.0,538
539,540,15052.0,31738.0,20400.0,9.0,539
540,541,15052.0,31774.0,20400.0,27.0,540
541,542,15052.0,31810.0,20364.0,27.0,541
542,543,15052.0,31882.0,20346.0,27.0,542
543,544,15044.0,31934.0,20294.0,27.0,543
544,545,15016.0,31990.0,20238.0,27.0,544
545,546,15016.0,32026.0,20202.0,27.0,545
546,547,15016.0,32062.0,20166.0,16.4558,546
